,KL,Corr,SSIM
i1.jpg,5.3215460777282715,0.180147677752422,0.3886552683239597
i10.jpg,5.729586601257324,0.01934166053505722,0.5411697463892743
i11.jpg,5.890767574310303,0.05100718933004674,0.5793741053331607
i12.jpg,6.140300273895264,0.08829012304875818,0.5939631019955894
i13.jpg,12.677794456481934,-0.11095994410912045,0.4441796139904725
i14.jpg,7.235722541809082,0.018853123866079638,0.5266711897996704
i15.jpg,4.780009746551514,0.032330793994083104,0.6288975623043567
i16.jpg,7.96240758895874,0.010556024853904281,0.5019080831510551
i17.jpg,11.548624038696289,-0.13825362342801262,0.454196583045887
i18.jpg,7.926680564880371,0.015793377024605752,0.478662675139152
i19.jpg,8.451083183288574,-0.006469146451213969,0.5905208280516633
i2.jpg,4.355870246887207,0.05121747950681218,0.5489203347983455
i20.jpg,2.354387044906616,0.39294696147264263,0.5249654696553991
i21.jpg,6.060424327850342,-0.000967797413889697,0.5800985959712727
i22.jpg,8.020938873291016,0.044960398155028676,0.557648672664879
i23.jpg,2.4417214393615723,0.1481345518867282,0.5781811203371107
i24.jpg,3.1216275691986084,0.1562915794934755,0.6086437563942889
i25.jpg,2.9129621982574463,0.09575566127845836,0.48858681668285747
i26.jpg,6.765962600708008,0.09053502960835458,0.5140657045862107
i27.jpg,3.833815813064575,0.1736432029944462,0.5723762102942535
i28.jpg,2.2970895767211914,0.28570453092919224,0.598053068775081
i29.jpg,4.634348392486572,0.12009841463730692,0.5950585160532134
i3.jpg,6.852960586547852,0.0727690621639844,0.46196333220971
i30.jpg,2.5433454513549805,0.217891626864672,0.6758286981560168
i31.jpg,6.693044662475586,0.03197773257117195,0.5860277210458682
i32.jpg,3.3567910194396973,0.15221461409611448,0.588579372318514
i33.jpg,6.841785907745361,0.026154813029210758,0.5302603392972715
i34.jpg,6.896215915679932,0.0162565531819075,0.5871618581197615
i35.jpg,7.710058212280273,0.0008517090035277463,0.5476854998857332
i36.jpg,6.872761249542236,0.026306730430511644,0.521368275839079
i37.jpg,3.4886865615844727,0.19585838769130087,0.5478514345439424
i38.jpg,10.258427619934082,-0.052166696893411385,0.5886723406541788
i39.jpg,4.446990013122559,0.38471208216139635,0.46800146599513726
i4.jpg,6.705551624298096,0.062356506347053954,0.5236872829213328
i40.jpg,13.02726936340332,-0.11171336156635721,0.4733022468914134
i41.jpg,5.333052635192871,0.07065246573187894,0.5852769229847756
i42.jpg,5.699348449707031,0.0304264626333392,0.5255198560512019
i43.jpg,6.481125831604004,0.002919992043199,0.4713046506117785
i44.jpg,4.946045398712158,0.16681862769490177,0.4725345258170181
i45.jpg,3.3783962726593018,0.1959642590144075,0.5531841957734426
i46.jpg,2.1815133094787598,0.2442570220402191,0.59392103103034
i47.jpg,1.8884878158569336,0.3545672183324532,0.6219048211086974
i48.jpg,3.9000084400177,0.14790704510681454,0.5449586825858307
i49.jpg,5.807841777801514,0.12048427012548121,0.5506382579497658
i5.jpg,4.015478610992432,0.10198478642224659,0.5660480863848772
i50.jpg,5.641634941101074,0.04902044604627412,0.3756252483950847
i6.jpg,10.100034713745117,-0.0808777402233402,0.532391419081173
i7.jpg,6.967504024505615,0.032340375786835705,0.4707669468113889
i8.jpg,11.275590896606445,-0.08042213081071647,0.6312859669617604
i9.jpg,5.279057025909424,0.10848828893156635,0.5082115169143349
